city,year,min_mag,max_mag,frequency,population
talusan,2025,1.9,1.9,1,39359
tambulig,2020,2.3,2.3,1,36648
tambulig,2022,2.1,2.1,1,36766
tampakan,2020,1.7,3.5,11,42081
tampakan,2021,2.1,2.1,1,42493
tampakan,2023,2.7,2.7,1,43206
tampakan,2024,2.1,2.7,4,43508
tampilisan,2023,2.0,2.0,1,25154
tampilisan,2024,1.6,3.0,2,25218
tampilisan,2025,1.6,3.3,3,25272
tanauan,2022,2.6,2.6,1,61123
tanay,2024,1.1,2.1,2,153115
tangalan,2023,1.4,1.4,1,24103
tantangan,2020,1.6,2.8,13,45688
tantangan,2024,2.5,3.3,2,46942
tanudan,2023,2.8,2.8,1,10601
tanudan,2024,1.6,2.3,2,10728
tanudan,2025,1.5,3.2,6,10851
tapaz,2022,2.7,2.7,1,55984
tapaz,2023,2.8,2.8,1,56700
tapaz,2025,2.3,2.8,3,58166
tarangnan,2021,2.4,2.4,1,25608
tarangnan,2022,2.7,2.7,1,25662
tarangnan,2025,1.7,1.7,1,25738
tarragona,2020,1.7,4.5,147,27197
tarragona,2021,1.5,5.6,370,27331
tarragona,2022,1.8,6.0,181,27444
tarragona,2023,1.6,4.8,176,27536
tarragona,2024,1.6,4.9,178,27607
tarragona,2025,1.3,5.2,183,27656
tayasan,2020,1.8,3.3,8,36226
tayasan,2021,1.8,3.5,10,36334
tayasan,2022,1.7,1.9,3,36428
tayasan,2023,1.5,1.5,1,36505
tayasan,2024,1.5,2.3,3,36568
tayasan,2025,1.9,1.9,1,36616
taysan,2020,1.5,2.3,2,40535
taysan,2025,1.5,1.5,1,43045
tayum,2022,1.4,7.0,425,14840
tayum,2023,1.4,3.6,14,14876
tayum,2024,1.6,3.2,2,14908
tayum,2025,1.5,1.8,2,14936
teresa,2020,2.3,2.3,1,67976
teresa,2025,2.8,2.8,1,78415
ternate,2020,1.9,1.9,1,27395
ternate,2023,1.5,1.5,1,30344
ternate,2024,1.7,1.7,1,31392
tiaong,2020,2.4,2.4,1,107922
tiaong,2025,1.9,1.9,1,114628
tibiao,2021,2.6,4.0,2,29101
tibiao,2023,2.0,2.9,4,29802
tibiao,2024,1.8,4.7,11,30135
tibiao,2025,1.3,4.2,14,30455
tigaon,2020,1.8,2.4,2,60901
tigaon,2024,2.0,2.0,1,65197
tigbao,2021,1.5,1.5,1,22226
tigbao,2022,1.5,2.0,5,22418
tigbao,2023,1.5,1.8,3,22605
tigbao,2024,2.0,2.2,3,22786
tigbao,2025,1.8,2.0,3,22960
tigbauan,2020,2.5,2.5,1,65725
tigbauan,2023,1.6,2.3,2,67286
tigbauan,2024,2.4,2.7,2,67703
tigbauan,2025,1.6,2.3,3,68067
tinambac,2020,1.5,3.6,6,71691
tinambac,2021,1.8,2.7,3,72427
tinambac,2022,1.5,1.5,1,73128
tinambac,2024,1.7,1.7,1,74426
tineg,2020,1.7,2.9,8,5451
tineg,2021,1.5,3.5,19,5521
tineg,2022,1.3,4.1,95,5590
tineg,2023,1.5,3.6,29,5658
tineg,2024,1.5,3.8,23,5726
tineg,2025,1.4,3.0,23,5792
tinglayan,2021,1.4,1.4,1,13157
tinglayan,2022,2.3,2.3,1,13190
tinglayan,2023,3.2,3.2,1,13218
tingloy,2020,1.5,3.5,38,18898
tingloy,2021,1.5,4.5,35,19090
tingloy,2022,1.4,4.4,24,19281
tingloy,2023,1.3,2.9,26,19469
tingloy,2024,1.5,4.9,35,19657
tingloy,2025,1.3,2.9,45,19841
tinoc,2020,2.1,2.1,1,18049
tinoc,2022,1.7,3.4,8,18639
tinoc,2023,1.8,2.4,4,18930
tinoc,2024,1.6,3.0,4,19219
tinoc,2025,1.4,2.3,8,19504
titay,2022,1.6,2.6,4,52865
titay,2024,1.4,1.4,2,53421
tiwi,2020,2.0,4.5,5,56041
tiwi,2022,1.7,1.7,1,56991
tiwi,2023,1.9,2.7,12,57415
tiwi,2024,1.4,2.8,6,57806
tiwi,2025,1.6,2.1,3,58162
toboso,2025,1.4,3.4,10,43171
toledo city,2020,2.5,2.5,1,182142
tolosa,2023,2.0,2.0,1,26066
tolosa,2024,2.1,3.7,2,26788
tomas oppus,2020,1.4,1.9,2,17397
tomas oppus,2021,2.4,2.6,2,17564
tomas oppus,2023,2.2,3.4,2,17902
tomas oppus,2024,1.9,3.8,14,18075
tomas oppus,2025,1.9,2.6,3,18249
tongkil,2023,2.4,3.1,2,35521
tongkil,2024,2.3,3.1,6,37215
tongkil,2025,3.1,3.1,1,38961
torrijos,2020,1.8,3.1,5,31655
torrijos,2021,2.3,3.0,4,31895
torrijos,2022,2.0,2.8,6,32138
torrijos,2023,1.7,2.3,4,32384
torrijos,2024,2.0,3.2,6,32634
torrijos,2025,1.6,2.6,12,32888
trento,2020,1.9,1.9,1,54484
trento,2021,1.9,1.9,1,55000
trento,2022,1.7,2.2,4,55489
trento,2023,1.5,2.9,11,55951
trento,2024,1.1,3.3,28,56387
trento,2025,1.5,2.6,11,56796
trinidad,2022,2.3,2.3,1,35276
trinidad,2024,1.5,1.5,1,35931
trinidad,2025,1.5,1.5,1,36207
tuao,2022,1.8,1.8,1,66827
tuao,2023,1.8,2.3,2,67441
tuao,2024,1.5,4.4,6,68020
tuao,2025,1.5,1.5,1,68558
tuba,2020,2.0,2.0,2,51368
tuba,2021,1.8,2.8,6,52018
tuba,2022,1.9,2.9,5,52633
tuba,2023,1.3,2.9,8,53211
tuba,2025,2.0,2.1,2,54260
tubajon,2020,1.8,2.2,2,8681
tubajon,2023,2.2,2.2,1,8868
tubajon,2024,1.6,1.6,1,8920
tubajon,2025,2.7,3.3,2,8967
tubao,2020,2.0,3.0,3,30306
tubao,2021,2.1,2.1,1,30577
tubao,2025,2.2,2.4,2,31494
tubaran,2025,1.8,3.2,4,18345
tubay,2020,1.8,2.8,7,29747
tubay,2021,2.3,2.3,1,30758
tubay,2022,1.7,4.3,4,31781
tubay,2023,4.0,4.0,1,32814
tubay,2024,1.5,1.5,1,33862
tubay,2025,1.8,2.8,2,34918
tubigon,2021,1.6,1.6,1,46774
tubigon,2022,2.2,2.2,1,46902
tubigon,2024,1.6,2.5,2,47143
tublay,2020,2.0,2.0,1,18791
tublay,2021,2.1,2.1,1,18929
tublay,2022,1.5,2.8,4,19052
tublay,2023,2.0,2.0,1,19160
tublay,2025,2.4,3.1,2,19329
tubo,2020,1.9,3.1,7,5739
tubo,2021,1.9,2.6,5,5742
tubo,2022,1.4,3.2,68,5743
tubo,2023,1.5,2.8,11,5742
tubo,2024,1.3,3.2,8,5740
tubo,2025,1.9,3.3,5,5736
tubod,2020,2.9,2.9,1,15796
tubod,2022,1.9,3.2,5,16472
tubod,2023,1.8,2.8,3,16816
tubod,2024,1.7,3.2,7,17165
tubod,2025,2.3,2.6,2,17518
tubungan,2023,2.9,2.9,2,23279
tubungan,2024,3.1,3.1,1,23321
tubungan,2025,2.5,2.7,2,23344
tuburan,2020,2.2,2.2,2,68635
tuburan,2022,1.9,1.9,2,70245
tuburan,2023,1.9,1.9,2,70979
tuburan,2024,2.6,3.1,4,71668
tuburan,2025,1.9,2.8,18,72307
tudela,2020,2.2,2.2,4,12785
tudela,2022,1.9,2.4,6,13362
tudela,2023,1.8,4.0,6,13645
tudela,2024,1.2,2.6,16,13924
tudela,2025,1.4,1.4,2,14198
tukuran,2021,2.6,2.6,1,40623
tukuran,2025,2.1,2.1,1,40905
tulunan,2020,1.5,3.5,71,59324
tulunan,2021,1.8,3.3,23,59655
tulunan,2022,1.7,3.8,20,59906
tulunan,2023,1.5,2.2,5,60076
tulunan,2024,1.6,3.1,9,60166
tulunan,2025,2.0,2.6,3,60176
tumauini,2022,2.0,2.0,1,80408
tumauini,2024,2.6,2.6,1,84034
tunga,2020,2.1,2.1,1,8633
tunga,2022,2.0,2.0,1,9100
tunga,2023,3.4,3.4,1,9342
tunga,2025,2.0,3.1,3,9844
tungawan,2023,1.5,2.0,3,44077
tungawan,2024,1.5,1.5,1,44176
tungawan,2025,1.3,2.0,5,44240
tupi,2020,1.8,3.0,21,76792
tupi,2022,2.7,2.7,1,79190
tupi,2023,2.9,2.9,1,80306
tupi,2024,1.9,3.0,2,81371
tupi,2025,3.0,3.0,1,82377
tuy,2020,1.6,3.4,11,46608
tuy,2024,2.4,2.4,1,48885
tuy,2025,1.6,1.6,1,49447
ubay,2022,2.4,2.4,1,79024
ubay,2023,2.0,2.0,1,79580
umingan,2021,1.8,2.1,2,79447
umingan,2022,2.0,2.3,2,80377
umingan,2024,1.6,2.0,3,82139
umingan,2025,1.6,1.6,1,82968
unisan,2023,1.7,1.7,1,29391
unisan,2025,1.6,1.6,1,29857
upi,2020,1.7,3.6,7,58915
upi,2021,2.1,2.5,2,59963
upi,2022,2.1,2.1,1,60997
upi,2023,1.4,1.4,1,62016
upi,2024,1.3,1.6,2,63024
upi,2025,2.0,2.1,2,64014
urbiztondo,2022,1.9,1.9,1,52675
urbiztondo,2025,2.4,2.4,1,53338
uson,2020,2.1,4.0,21,57953
uson,2021,1.7,3.3,5,58228
uson,2022,2.3,3.2,6,58473
uson,2023,1.9,5.0,16,58688
uson,2024,1.4,3.0,7,58874
uson,2025,1.7,4.1,6,59029
uyugan,2020,2.4,3.5,8,1345
uyugan,2021,3.7,3.7,1,1355
uyugan,2022,3.3,3.8,4,1365
uyugan,2023,2.3,4.0,16,1375
uyugan,2024,1.8,4.0,6,1385
uyugan,2025,1.8,4.4,9,1395
valderrama,2020,3.0,3.4,4,19690
valderrama,2021,2.5,4.7,7,19772
valderrama,2022,3.7,3.7,1,19842
valderrama,2023,2.7,3.0,2,19902
valderrama,2024,3.5,4.2,3,19951
valderrama,2025,2.4,2.7,3,19988
valencia,2020,2.1,4.4,13,27265
valencia,2021,2.1,3.6,7,27298
valencia,2022,1.6,3.7,19,27332
valencia,2023,1.6,3.9,17,27368
valencia,2024,1.4,3.6,20,27407
valencia,2025,1.8,4.2,16,27447
valladolid,2025,2.1,2.1,1,38933
vallehermoso,2020,1.7,2.4,3,39203
vallehermoso,2021,2.0,2.0,1,39347
vallehermoso,2023,2.3,2.5,2,39586
vallehermoso,2025,2.2,3.6,5,39759
veruela,2020,1.6,3.8,23,45692
veruela,2021,1.8,3.1,5,46025
veruela,2022,1.7,3.0,8,46335
veruela,2023,1.4,3.4,13,46620
veruela,2024,1.4,2.8,22,46882
veruela,2025,1.4,2.6,14,47119
victoria,2020,1.9,2.5,28,67431
victoria,2021,1.7,3.1,52,68089
victoria,2022,1.5,2.6,108,68716
victoria,2023,1.4,4.9,120,69309
victoria,2024,1.4,2.9,132,69873
victoria,2025,1.4,3.4,96,70403
viga,2020,2.1,2.1,1,22199
viga,2024,3.4,3.4,1,22479
viga,2025,1.5,1.7,3,22522
villaba,2020,1.8,3.4,6,44427
villaba,2021,1.7,2.2,5,44959
villaba,2022,1.8,4.2,7,45497
villaba,2023,3.4,3.4,1,46039
villaba,2024,1.8,2.1,2,46587
villaba,2025,1.3,3.1,12,47139
villanueva,2021,2.6,2.6,1,48526
villareal,2022,1.8,1.8,1,30360
villareal,2025,1.8,1.8,1,31072
villaverde,2022,2.4,2.4,1,19278
villaviciosa,2022,1.5,5.1,51,5460
villaviciosa,2024,1.5,4.6,7,5465
villaviciosa,2025,2.6,3.7,3,5465
vincenzo a. sagun,2022,3.3,3.3,1,27479
vincenzo a. sagun,2023,3.2,3.2,1,28026
vincenzo a. sagun,2024,2.0,2.0,1,28576
vincenzo a. sagun,2025,1.5,2.7,4,29127
vintar,2020,1.6,1.8,2,32877
vintar,2021,2.3,2.3,1,32969
vintar,2022,1.6,3.1,6,33046
vintar,2023,2.3,3.0,4,33108
vintar,2024,2.0,3.6,7,33156
vintar,2025,2.2,2.9,3,33190
vinzons,2020,2.1,2.3,2,45631
vinzons,2021,1.6,1.6,1,45977
vinzons,2022,1.9,1.9,1,46293
vinzons,2023,1.8,2.2,3,46578
vinzons,2024,2.7,2.7,1,46834
wao,2020,1.8,3.9,17,50780
wao,2021,2.0,3.0,9,51846
wao,2022,2.0,3.7,10,52935
wao,2023,1.5,4.1,12,54047
wao,2024,1.1,3.2,21,55186
wao,2025,1.2,4.9,102,56345
zamboanguita,2020,1.8,3.0,6,29510
zamboanguita,2021,1.7,3.0,8,29885
zamboanguita,2022,2.3,3.0,5,30252
zamboanguita,2023,1.9,2.7,5,30611
zamboanguita,2024,1.7,4.8,5,30963
zamboanguita,2025,1.5,3.1,7,31306
zarraga,2022,2.2,2.6,2,27774
zumarraga,2022,4.6,4.6,1,16732
zumarraga,2024,2.1,2.1,1,16774
